time	V(vcap)	I(C1)	I(V1)
2.477790000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.478480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.484000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.484690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.491590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.492280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.497800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.498490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.505390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.506080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.511600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.512290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.519190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.519880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.525400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.526090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.532990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.533680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.539200000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.539890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.546790000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.547480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.553000000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.553690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.560590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.561280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.566800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.567490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.574390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.575080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.580600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.581290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.588190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.588880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.594400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.595090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.601990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.602680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.608200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.608890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.615790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.616480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.622000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.622690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.629590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.630280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.635800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.636490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.643390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.644080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.649600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.650290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.657190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.657880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.663400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.664090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.670990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.671680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.677200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.677890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.684790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.685480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.691000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.691690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.698590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.699280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.704800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.705490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.712390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.713080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.718600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.719290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.726190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.726880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.732400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.733090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.739990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.740680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.746200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.746890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.753790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.754480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.760000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.760690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.767590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.768280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.773800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.774490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.781390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.782080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.787600000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.788290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.792045808000016e-06	1.000000e+00	-1.156482e-18	0.000000e+00
2.795190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.795880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.801400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.802090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.808990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.809680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.815200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.815890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.822790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.823480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.829000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.829690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.836590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.837280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.842800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.843490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.850390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.851080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.856600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.857290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.864190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.864880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.870400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.871090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.877990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.878680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.884200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.884890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.891790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.892480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.898000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.898690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.905590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.906280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.911800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.912490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.919390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.920080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.925600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.926290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.933190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.933880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.939400000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.940090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.946990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
2.947680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.953200000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
2.953890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.960790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.961480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
2.967000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
2.967690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
2.974590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.975280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.980800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.981490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.988390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
2.989080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
2.994600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
2.995290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.002190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.002880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.008400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.009090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.015990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.016680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.022200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.022890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.029790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.030480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.036000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.036690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.043590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.044280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.049800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.050490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.057390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.058080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.063600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.064290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.071190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.071880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.077400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.078090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.084990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.085680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.091200000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.091890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.098790000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.099480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.105000000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.105690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.112590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.113280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.118800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.119490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.126390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.127080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.132600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.133290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.140190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.140880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.146400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.147090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.153990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.154680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.160200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.160890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.167790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.168480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.174000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.174690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.181590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.182280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.187800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.188490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.195390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.196080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.201600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.202290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.209190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.209880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.215400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.216090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.222990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.223680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.229200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.229890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.236790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.237480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.243000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.243690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.250590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.251280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.256800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.257490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.264390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.265080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.270600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.271290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.278190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.278880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.284400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.285090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.291990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.292680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.298200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.298890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.305790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.306480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.312000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.312690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.319590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.320280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.325800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.326490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.333390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.334080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.339600000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.340290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.347190000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.347880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.353400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.354090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.360990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.361680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.367200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.367890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.374790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.375480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.381000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.381690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.388590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.389280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.394800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.395490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.402390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.403080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.408600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.409290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.416190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.416880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.422400000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.423090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.429990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.430680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.436200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.436890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.443790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.444480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.450000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.450690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.457590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.458280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.463800000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.464490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.471390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.472080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.477600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.478290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.485190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.485880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.491400000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.492090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.498990000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.499680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.505200000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.505890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.512790000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.513480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.519000000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.519690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.526590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.527280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.532800000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.533490000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.540390000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.541080000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.546600000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.547290000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.554190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.554880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.560400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.561090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.567990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.568680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.574200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.574890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.581790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.582480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.588000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.588690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.595590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.596280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.601800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.602490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.609390000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.610080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.615600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.616290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.623190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.623880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.629400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.630090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.636990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.637680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.643200000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.643890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.650790000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.651480000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.657000000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.657690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.664590000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.665280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.670800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.671490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.678390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.679080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.684600000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.685290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.692190000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.692880000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.698400000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.699090000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.705990000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.706680000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.712200000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.712890000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.719790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.720480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.726000000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.726690000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.733590000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.734280000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.739800000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.740490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.747390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.748080000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.753600000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.754290000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.761190000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.761880000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.767400000000000e-06	1.000000e+00	0.000000e+00	6.352747e-22
3.768090000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.774990000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.775680000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.781200000000000e-06	1.000000e+00	-6.938894e-18	-8.470329e-22
3.781890000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.788790000000000e-06	1.000000e+00	-3.469447e-18	0.000000e+00
3.789480000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.795000000000000e-06	1.000000e+00	0.000000e+00	0.000000e+00
3.795690000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.802590000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.803280000000000e-06	1.000000e+00	0.000000e+00	-2.117582e-22
3.808800000000000e-06	1.000000e+00	-6.938894e-18	-4.235165e-22
3.809490000000000e-06	1.000000e+00	1.387779e-17	0.000000e+00
3.816390000000000e-06	1.000000e+00	3.469447e-18	0.000000e+00
3.817080000000000e-06	1.000000e+00	0.000000e+00	2.117582e-22
3.822600000000000e-06	1.000000e+00	-6.938894e-18	-1.058791e-21
3.823290000000000e-06	1.000000e+00	2.775558e-17	0.000000e+00
