frequency,V(inoise),V(onoise)
1.122018454301961e+000,1.184205e-008,1.184204e-007
1.148153621496880e+000,1.184205e-008,1.184204e-007
1.174897554939527e+000,1.184205e-008,1.184204e-007
1.202264434617410e+000,1.184205e-008,1.184204e-007
1.230268770812378e+000,1.184205e-008,1.184204e-007
1.258925411794164e+000,1.184205e-008,1.184204e-007
1.288249551693131e+000,1.184205e-008,1.184204e-007
1.318256738556404e+000,1.184205e-008,1.184204e-007
1.348962882591650e+000,1.184205e-008,1.184204e-007
1.380384264602881e+000,1.184205e-008,1.184204e-007
1.412537544622750e+000,1.184205e-008,1.184204e-007
1.445439770745923e+000,1.184205e-008,1.184204e-007
1.479108388168203e+000,1.184205e-008,1.184204e-007
1.513561248436204e+000,1.184205e-008,1.184204e-007
1.548816618912477e+000,1.184205e-008,1.184204e-007
1.584893192461109e+000,1.184205e-008,1.184204e-007
1.621810097358925e+000,1.184205e-008,1.184204e-007
1.659586907437555e+000,1.184205e-008,1.184204e-007
1.698243652461739e+000,1.184205e-008,1.184204e-007
1.737800828749370e+000,1.184205e-008,1.184204e-007
1.778279410038917e+000,1.184205e-008,1.184204e-007
1.819700858609977e+000,1.184205e-008,1.184204e-007
1.862087136662861e+000,1.184205e-008,1.184204e-007
1.905460717963241e+000,1.184205e-008,1.184204e-007
1.949844599758039e+000,1.184205e-008,1.184204e-007
1.995262314968873e+000,1.184205e-008,1.184204e-007
2.041737944669523e+000,1.184205e-008,1.184204e-007
2.089296130854033e+000,1.184205e-008,1.184204e-007
2.137962089502225e+000,1.184205e-008,1.184204e-007
2.187761623949545e+000,1.184205e-008,1.184204e-007
2.238721138568332e+000,1.184205e-008,1.184204e-007
2.290867652767766e+000,1.184205e-008,1.184204e-007
2.344228815319914e+000,1.184205e-008,1.184204e-007
2.398832919019482e+000,1.184205e-008,1.184204e-007
2.454708915685022e+000,1.184205e-008,1.184204e-007
2.511886431509572e+000,1.184205e-008,1.184204e-007
2.570395782768855e+000,1.184205e-008,1.184204e-007
2.630267991895373e+000,1.184205e-008,1.184204e-007
2.691534803926906e+000,1.184205e-008,1.184204e-007
2.754228703338157e+000,1.184205e-008,1.184204e-007
2.818382931264444e+000,1.184205e-008,1.184204e-007
2.884031503126595e+000,1.184205e-008,1.184204e-007
2.951209226666375e+000,1.184205e-008,1.184204e-007
3.019951720402005e+000,1.184205e-008,1.184204e-007
3.090295432513579e+000,1.184205e-008,1.184204e-007
3.162277660168367e+000,1.184205e-008,1.184204e-007
3.235936569296270e+000,1.184205e-008,1.184204e-007
3.311311214825898e+000,1.184205e-008,1.184204e-007
3.388441561392012e+000,1.184205e-008,1.184204e-007
3.467368504525302e+000,1.184205e-008,1.184204e-007
3.548133892335740e+000,1.184205e-008,1.184204e-007
3.630780547700999e+000,1.184205e-008,1.184204e-007
3.715352290971711e+000,1.184205e-008,1.184204e-007
3.801893963205597e+000,1.184205e-008,1.184204e-007
3.890451449942790e+000,1.184205e-008,1.184204e-007
3.981071705534956e+000,1.184205e-008,1.184204e-007
4.073802778041110e+000,1.184205e-008,1.184204e-007
4.168693834703337e+000,1.184205e-008,1.184204e-007
4.265795188015909e+000,1.184205e-008,1.184204e-007
4.365158322401642e+000,1.184205e-008,1.184204e-007
4.466835921509612e+000,1.184205e-008,1.184204e-007
4.570881896148731e+000,1.184205e-008,1.184204e-007
4.677351412871962e+000,1.184205e-008,1.184204e-007
4.786300923226363e+000,1.184205e-008,1.184204e-007
4.897788193684440e+000,1.184205e-008,1.184204e-007
5.011872336272701e+000,1.184205e-008,1.184204e-007
5.128613839913625e+000,1.184205e-008,1.184204e-007
5.248074602497702e+000,1.184205e-008,1.184204e-007
5.370317963702503e+000,1.184205e-008,1.184204e-007
5.495408738576220e+000,1.184205e-008,1.184204e-007
5.623413251903465e+000,1.184205e-008,1.184204e-007
5.754399373371542e+000,1.184205e-008,1.184204e-007
5.888436553555861e+000,1.184205e-008,1.184204e-007
6.025595860743549e+000,1.184205e-008,1.184204e-007
6.165950018614792e+000,1.184205e-008,1.184204e-007
6.309573444801902e+000,1.184205e-008,1.184204e-007
6.456542290346524e+000,1.184205e-008,1.184204e-007
6.606934480075928e+000,1.184205e-008,1.184204e-007
6.760829753919785e+000,1.184205e-008,1.184204e-007
6.918309709189331e+000,1.184205e-008,1.184204e-007
7.079457843841344e+000,1.184205e-008,1.184204e-007
7.244359600749864e+000,1.184205e-008,1.184204e-007
7.413102413009137e+000,1.184205e-008,1.184204e-007
7.585775750291798e+000,1.184205e-008,1.184204e-007
7.762471166286877e+000,1.184205e-008,1.184204e-007
7.943282347242774e+000,1.184205e-008,1.184204e-007
8.128305161640951e+000,1.184205e-008,1.184204e-007
8.317637711026666e+000,1.184205e-008,1.184204e-007
8.511380382023720e+000,1.184205e-008,1.184204e-007
8.709635899560761e+000,1.184205e-008,1.184204e-007
8.912509381337408e+000,1.184205e-008,1.184204e-007
9.120108393559049e+000,1.184205e-008,1.184204e-007
9.332543007969861e+000,1.184205e-008,1.184204e-007
9.549925860214309e+000,1.184205e-008,1.184204e-007
9.772372209558055e+000,1.184205e-008,1.184204e-007
9.999999999999947e+000,1.184205e-008,1.184204e-007
1.023292992280749e+001,1.184205e-008,1.184204e-007
1.047128548050894e+001,1.184205e-008,1.184204e-007
1.071519305237601e+001,1.184205e-008,1.184204e-007
1.096478196143179e+001,1.184205e-008,1.184204e-007
1.122018454301957e+001,1.184205e-008,1.184204e-007
1.148153621496876e+001,1.184205e-008,1.184204e-007
1.174897554939523e+001,1.184205e-008,1.184204e-007
1.202264434617406e+001,1.184205e-008,1.184204e-007
1.230268770812375e+001,1.184205e-008,1.184204e-007
1.258925411794160e+001,1.184205e-008,1.184204e-007
1.288249551693127e+001,1.184205e-008,1.184204e-007
1.318256738556400e+001,1.184205e-008,1.184204e-007
1.348962882591646e+001,1.184205e-008,1.184204e-007
1.380384264602877e+001,1.184205e-008,1.184204e-007
1.412537544622746e+001,1.184205e-008,1.184204e-007
1.445439770745919e+001,1.184205e-008,1.184204e-007
1.479108388168199e+001,1.184205e-008,1.184204e-007
1.513561248436199e+001,1.184205e-008,1.184204e-007
1.548816618912472e+001,1.184205e-008,1.184204e-007
1.584893192461104e+001,1.184205e-008,1.184204e-007
1.621810097358920e+001,1.184205e-008,1.184204e-007
1.659586907437550e+001,1.184205e-008,1.184204e-007
1.698243652461734e+001,1.184205e-008,1.184204e-007
1.737800828749365e+001,1.184205e-008,1.184204e-007
1.778279410038912e+001,1.184205e-008,1.184204e-007
1.819700858609972e+001,1.184205e-008,1.184204e-007
1.862087136662855e+001,1.184205e-008,1.184204e-007
1.905460717963235e+001,1.184205e-008,1.184204e-007
1.949844599758032e+001,1.184205e-008,1.184204e-007
1.995262314968866e+001,1.184205e-008,1.184204e-007
2.041737944669515e+001,1.184205e-008,1.184204e-007
2.089296130854025e+001,1.184205e-008,1.184204e-007
2.137962089502218e+001,1.184205e-008,1.184204e-007
2.187761623949537e+001,1.184205e-008,1.184204e-007
2.238721138568324e+001,1.184205e-008,1.184204e-007
2.290867652767757e+001,1.184205e-008,1.184204e-007
2.344228815319906e+001,1.184205e-008,1.184204e-007
2.398832919019474e+001,1.184205e-008,1.184204e-007
2.454708915685013e+001,1.184205e-008,1.184204e-007
2.511886431509563e+001,1.184205e-008,1.184204e-007
2.570395782768846e+001,1.184205e-008,1.184204e-007
2.630267991895363e+001,1.184205e-008,1.184204e-007
2.691534803926897e+001,1.184205e-008,1.184204e-007
2.754228703338147e+001,1.184205e-008,1.184204e-007
2.818382931264434e+001,1.184205e-008,1.184204e-007
2.884031503126585e+001,1.184205e-008,1.184204e-007
2.951209226666364e+001,1.184205e-008,1.184204e-007
3.019951720401994e+001,1.184205e-008,1.184204e-007
3.090295432513568e+001,1.184205e-008,1.184204e-007
3.162277660168356e+001,1.184205e-008,1.184204e-007
3.235936569296258e+001,1.184205e-008,1.184204e-007
3.311311214825886e+001,1.184205e-008,1.184204e-007
3.388441561392000e+001,1.184205e-008,1.184204e-007
3.467368504525290e+001,1.184205e-008,1.184204e-007
3.548133892335728e+001,1.184205e-008,1.184204e-007
3.630780547700986e+001,1.184205e-008,1.184204e-007
3.715352290971697e+001,1.184205e-008,1.184204e-007
3.801893963205583e+001,1.184205e-008,1.184204e-007
3.890451449942776e+001,1.184205e-008,1.184204e-007
3.981071705534941e+001,1.184205e-008,1.184204e-007
4.073802778041095e+001,1.184205e-008,1.184204e-007
4.168693834703321e+001,1.184205e-008,1.184204e-007
4.265795188015893e+001,1.184205e-008,1.184204e-007
4.365158322401625e+001,1.184205e-008,1.184204e-007
4.466835921509595e+001,1.184205e-008,1.184204e-007
4.570881896148713e+001,1.184205e-008,1.184204e-007
4.677351412871944e+001,1.184205e-008,1.184204e-007
4.786300923226344e+001,1.184205e-008,1.184204e-007
4.897788193684422e+001,1.184205e-008,1.184204e-007
5.011872336272682e+001,1.184205e-008,1.184204e-007
5.128613839913606e+001,1.184205e-008,1.184204e-007
5.248074602497682e+001,1.184205e-008,1.184204e-007
5.370317963702482e+001,1.184205e-008,1.184204e-007
5.495408738576199e+001,1.184205e-008,1.184204e-007
5.623413251903443e+001,1.184205e-008,1.184204e-007
5.754399373371521e+001,1.184205e-008,1.184204e-007
5.888436553555840e+001,1.184205e-008,1.184204e-007
6.025595860743526e+001,1.184205e-008,1.184204e-007
6.165950018614769e+001,1.184205e-008,1.184204e-007
6.309573444801878e+001,1.184205e-008,1.184204e-007
6.456542290346499e+001,1.184205e-008,1.184204e-007
6.606934480075903e+001,1.184205e-008,1.184204e-007
6.760829753919759e+001,1.184205e-008,1.184204e-007
6.918309709189305e+001,1.184205e-008,1.184204e-007
7.079457843841317e+001,1.184205e-008,1.184204e-007
7.244359600749837e+001,1.184205e-008,1.184204e-007
7.413102413009111e+001,1.184205e-008,1.184204e-007
7.585775750291771e+001,1.184205e-008,1.184204e-007
7.762471166286849e+001,1.184205e-008,1.184204e-007
7.943282347242744e+001,1.184205e-008,1.184204e-007
8.128305161640920e+001,1.184205e-008,1.184204e-007
8.317637711026636e+001,1.184205e-008,1.184204e-007
8.511380382023688e+001,1.184205e-008,1.184204e-007
8.709635899560728e+001,1.184205e-008,1.184204e-007
8.912509381337374e+001,1.184205e-008,1.184204e-007
9.120108393559013e+001,1.184205e-008,1.184204e-007
9.332543007969824e+001,1.184205e-008,1.184204e-007
9.549925860214270e+001,1.184205e-008,1.184204e-007
9.772372209558016e+001,1.184205e-008,1.184204e-007
9.999999999999906e+001,1.184205e-008,1.184204e-007
1.023292992280745e+002,1.184205e-008,1.184204e-007
1.047128548050890e+002,1.184205e-008,1.184204e-007
1.071519305237596e+002,1.184205e-008,1.184204e-007
1.096478196143175e+002,1.184205e-008,1.184204e-007
1.122018454301953e+002,1.184205e-008,1.184204e-007
1.148153621496872e+002,1.184205e-008,1.184204e-007
1.174897554939518e+002,1.184205e-008,1.184204e-007
1.202264434617402e+002,1.184205e-008,1.184204e-007
1.230268770812370e+002,1.184205e-008,1.184204e-007
1.258925411794155e+002,1.184205e-008,1.184204e-007
1.288249551693122e+002,1.184205e-008,1.184204e-007
1.318256738556394e+002,1.184205e-008,1.184204e-007
1.348962882591640e+002,1.184205e-008,1.184204e-007
1.380384264602871e+002,1.184205e-008,1.184204e-007
1.412537544622740e+002,1.184205e-008,1.184204e-007
1.445439770745913e+002,1.184205e-008,1.184204e-007
1.479108388168193e+002,1.184205e-008,1.184204e-007
1.513561248436193e+002,1.184205e-008,1.184204e-007
1.548816618912466e+002,1.184205e-008,1.184204e-007
1.584893192461097e+002,1.184205e-008,1.184204e-007
1.621810097358913e+002,1.184205e-008,1.184204e-007
1.659586907437543e+002,1.184205e-008,1.184204e-007
1.698243652461727e+002,1.184205e-008,1.184204e-007
1.737800828749357e+002,1.184205e-008,1.184204e-007
1.778279410038904e+002,1.184205e-008,1.184204e-007
1.819700858609964e+002,1.184205e-008,1.184204e-007
1.862087136662848e+002,1.184205e-008,1.184204e-007
1.905460717963227e+002,1.184205e-008,1.184204e-007
1.949844599758025e+002,1.184205e-008,1.184204e-007
1.995262314968859e+002,1.184205e-008,1.184204e-007
2.041737944669508e+002,1.184205e-008,1.184204e-007
2.089296130854017e+002,1.184205e-008,1.184204e-007
2.137962089502209e+002,1.184205e-008,1.184204e-007
2.187761623949529e+002,1.184205e-008,1.184204e-007
2.238721138568316e+002,1.184205e-008,1.184204e-007
2.290867652767749e+002,1.184205e-008,1.184204e-007
2.344228815319897e+002,1.184205e-008,1.184204e-007
2.398832919019465e+002,1.184205e-008,1.184204e-007
2.454708915685004e+002,1.184205e-008,1.184204e-007
2.511886431509553e+002,1.184205e-008,1.184204e-007
2.570395782768836e+002,1.184205e-008,1.184204e-007
2.630267991895354e+002,1.184205e-008,1.184204e-007
2.691534803926887e+002,1.184205e-008,1.184204e-007
2.754228703338137e+002,1.184205e-008,1.184204e-007
2.818382931264423e+002,1.184205e-008,1.184204e-007
2.884031503126574e+002,1.184205e-008,1.184204e-007
2.951209226666354e+002,1.184205e-008,1.184204e-007
3.019951720401983e+002,1.184205e-008,1.184204e-007
3.090295432513557e+002,1.184205e-008,1.184204e-007
3.162277660168345e+002,1.184205e-008,1.184204e-007
3.235936569296247e+002,1.184205e-008,1.184204e-007
3.311311214825875e+002,1.184205e-008,1.184204e-007
3.388441561391988e+002,1.184205e-008,1.184204e-007
3.467368504525278e+002,1.184205e-008,1.184204e-007
3.548133892335715e+002,1.184205e-008,1.184204e-007
3.630780547700973e+002,1.184205e-008,1.184204e-007
3.715352290971684e+002,1.184205e-008,1.184204e-007
3.801893963205569e+002,1.184205e-008,1.184204e-007
3.890451449942762e+002,1.184205e-008,1.184204e-007
3.981071705534927e+002,1.184205e-008,1.184204e-007
4.073802778041081e+002,1.184205e-008,1.184204e-007
4.168693834703306e+002,1.184205e-008,1.184204e-007
4.265795188015877e+002,1.184205e-008,1.184204e-007
4.365158322401609e+002,1.184205e-008,1.184204e-007
4.466835921509579e+002,1.184205e-008,1.184204e-007
4.570881896148697e+002,1.184205e-008,1.184204e-007
4.677351412871927e+002,1.184205e-008,1.184203e-007
4.786300923226327e+002,1.184205e-008,1.184203e-007
4.897788193684405e+002,1.184205e-008,1.184203e-007
5.011872336272664e+002,1.184205e-008,1.184203e-007
5.128613839913588e+002,1.184205e-008,1.184203e-007
5.248074602497665e+002,1.184205e-008,1.184203e-007
5.370317963702464e+002,1.184205e-008,1.184203e-007
5.495408738576181e+002,1.184205e-008,1.184203e-007
5.623413251903425e+002,1.184205e-008,1.184203e-007
5.754399373371501e+002,1.184205e-008,1.184203e-007
5.888436553555820e+002,1.184205e-008,1.184203e-007
6.025595860743506e+002,1.184205e-008,1.184203e-007
6.165950018614748e+002,1.184205e-008,1.184203e-007
6.309573444801856e+002,1.184205e-008,1.184203e-007
6.456542290346476e+002,1.184205e-008,1.184203e-007
6.606934480075879e+002,1.184205e-008,1.184203e-007
6.760829753919735e+002,1.184205e-008,1.184203e-007
6.918309709189280e+002,1.184205e-008,1.184203e-007
7.079457843841292e+002,1.184205e-008,1.184203e-007
7.244359600749812e+002,1.184205e-008,1.184203e-007
7.413102413009084e+002,1.184205e-008,1.184203e-007
7.585775750291745e+002,1.184205e-008,1.184203e-007
7.762471166286822e+002,1.184205e-008,1.184203e-007
7.943282347242717e+002,1.184205e-008,1.184203e-007
8.128305161640892e+002,1.184205e-008,1.184203e-007
8.317637711026607e+002,1.184205e-008,1.184203e-007
8.511380382023659e+002,1.184205e-008,1.184203e-007
8.709635899560698e+002,1.184205e-008,1.184203e-007
8.912509381337344e+002,1.184205e-008,1.184203e-007
9.120108393558983e+002,1.184205e-008,1.184203e-007
9.332543007969792e+002,1.184205e-008,1.184203e-007
9.549925860214238e+002,1.184205e-008,1.184203e-007
9.772372209557982e+002,1.184205e-008,1.184203e-007
9.999999999999872e+002,1.184205e-008,1.184203e-007
1.023292992280741e+003,1.184205e-008,1.184203e-007
1.047128548050886e+003,1.184205e-008,1.184203e-007
1.071519305237592e+003,1.184205e-008,1.184203e-007
1.096478196143171e+003,1.184205e-008,1.184203e-007
1.122018454301949e+003,1.184205e-008,1.184203e-007
1.148153621496868e+003,1.184205e-008,1.184203e-007
1.174897554939514e+003,1.184205e-008,1.184203e-007
1.202264434617397e+003,1.184205e-008,1.184203e-007
1.230268770812365e+003,1.184205e-008,1.184203e-007
1.258925411794151e+003,1.184205e-008,1.184203e-007
1.288249551693117e+003,1.184205e-008,1.184202e-007
1.318256738556389e+003,1.184205e-008,1.184202e-007
1.348962882591635e+003,1.184205e-008,1.184202e-007
1.380384264602866e+003,1.184205e-008,1.184202e-007
1.412537544622735e+003,1.184205e-008,1.184202e-007
1.445439770745908e+003,1.184205e-008,1.184202e-007
1.479108388168187e+003,1.184205e-008,1.184202e-007
1.513561248436188e+003,1.184205e-008,1.184202e-007
1.548816618912460e+003,1.184205e-008,1.184202e-007
1.584893192461092e+003,1.184205e-008,1.184202e-007
1.621810097358908e+003,1.184205e-008,1.184202e-007
1.659586907437538e+003,1.184205e-008,1.184202e-007
1.698243652461721e+003,1.184205e-008,1.184202e-007
1.737800828749352e+003,1.184205e-008,1.184201e-007
1.778279410038899e+003,1.184205e-008,1.184201e-007
1.819700858609959e+003,1.184205e-008,1.184201e-007
1.862087136662842e+003,1.184205e-008,1.184201e-007
1.905460717963221e+003,1.184205e-008,1.184201e-007
1.949844599758018e+003,1.184205e-008,1.184201e-007
1.995262314968852e+003,1.184205e-008,1.184201e-007
2.041737944669501e+003,1.184205e-008,1.184201e-007
2.089296130854011e+003,1.184205e-008,1.184201e-007
2.137962089502203e+003,1.184205e-008,1.184200e-007
2.187761623949522e+003,1.184205e-008,1.184200e-007
2.238721138568309e+003,1.184205e-008,1.184200e-007
2.290867652767741e+003,1.184205e-008,1.184200e-007
2.344228815319890e+003,1.184205e-008,1.184200e-007
2.398832919019457e+003,1.184205e-008,1.184200e-007
2.454708915684996e+003,1.184205e-008,1.184199e-007
2.511886431509545e+003,1.184205e-008,1.184199e-007
2.570395782768828e+003,1.184205e-008,1.184199e-007
2.630267991895345e+003,1.184205e-008,1.184199e-007
2.691534803926878e+003,1.184205e-008,1.184198e-007
2.754228703338128e+003,1.184205e-008,1.184198e-007
2.818382931264414e+003,1.184205e-008,1.184198e-007
2.884031503126565e+003,1.184205e-008,1.184198e-007
2.951209226666344e+003,1.184205e-008,1.184197e-007
3.019951720401973e+003,1.184205e-008,1.184197e-007
3.090295432513546e+003,1.184205e-008,1.184197e-007
3.162277660168334e+003,1.184205e-008,1.184196e-007
3.235936569296236e+003,1.184205e-008,1.184196e-007
3.311311214825863e+003,1.184205e-008,1.184196e-007
3.388441561391976e+003,1.184205e-008,1.184195e-007
3.467368504525266e+003,1.184205e-008,1.184195e-007
3.548133892335703e+003,1.184205e-008,1.184195e-007
3.630780547700960e+003,1.184205e-008,1.184194e-007
3.715352290971671e+003,1.184205e-008,1.184194e-007
3.801893963205556e+003,1.184205e-008,1.184193e-007
3.890451449942748e+003,1.184205e-008,1.184193e-007
3.981071705534913e+003,1.184205e-008,1.184192e-007
4.073802778041067e+003,1.184205e-008,1.184192e-007
4.168693834703292e+003,1.184205e-008,1.184191e-007
4.265795188015863e+003,1.184205e-008,1.184191e-007
4.365158322401594e+003,1.184205e-008,1.184190e-007
4.466835921509563e+003,1.184205e-008,1.184189e-007
4.570881896148680e+003,1.184205e-008,1.184189e-007
4.677351412871911e+003,1.184205e-008,1.184188e-007
4.786300923226310e+003,1.184205e-008,1.184187e-007
4.897788193684387e+003,1.184205e-008,1.184186e-007
5.011872336272646e+003,1.184205e-008,1.184186e-007
5.128613839913570e+003,1.184205e-008,1.184185e-007
5.248074602497645e+003,1.184205e-008,1.184184e-007
5.370317963702444e+003,1.184205e-008,1.184183e-007
5.495408738576160e+003,1.184205e-008,1.184182e-007
5.623413251903404e+003,1.184205e-008,1.184181e-007
5.754399373371480e+003,1.184205e-008,1.184180e-007
5.888436553555798e+003,1.184205e-008,1.184179e-007
6.025595860743483e+003,1.184205e-008,1.184178e-007
6.165950018614725e+003,1.184205e-008,1.184176e-007
6.309573444801834e+003,1.184205e-008,1.184175e-007
6.456542290346454e+003,1.184205e-008,1.184174e-007
6.606934480075856e+003,1.184205e-008,1.184172e-007
6.760829753919711e+003,1.184205e-008,1.184171e-007
6.918309709189256e+003,1.184205e-008,1.184169e-007
7.079457843841267e+003,1.184205e-008,1.184168e-007
7.244359600749786e+003,1.184205e-008,1.184166e-007
7.413102413009058e+003,1.184205e-008,1.184164e-007
7.585775750291718e+003,1.184205e-008,1.184162e-007
7.762471166286794e+003,1.184205e-008,1.184160e-007
7.943282347242689e+003,1.184205e-008,1.184158e-007
8.128305161640863e+003,1.184205e-008,1.184156e-007
8.317637711026577e+003,1.184205e-008,1.184154e-007
8.511380382023628e+003,1.184205e-008,1.184152e-007
8.709635899560666e+003,1.184205e-008,1.184149e-007
8.912509381337311e+003,1.184205e-008,1.184147e-007
9.120108393558950e+003,1.184205e-008,1.184144e-007
9.332543007969760e+003,1.184205e-008,1.184141e-007
9.549925860214205e+003,1.184205e-008,1.184138e-007
9.772372209557949e+003,1.184205e-008,1.184135e-007
9.999999999999838e+003,1.184205e-008,1.184132e-007
1.023292992280738e+004,1.184205e-008,1.184129e-007
1.047128548050883e+004,1.184205e-008,1.184125e-007
1.071519305237589e+004,1.184205e-008,1.184121e-007
1.096478196143167e+004,1.184205e-008,1.184118e-007
1.122018454301945e+004,1.184205e-008,1.184113e-007
1.148153621496864e+004,1.184205e-008,1.184109e-007
1.174897554939510e+004,1.184205e-008,1.184105e-007
1.202264434617393e+004,1.184205e-008,1.184100e-007
1.230268770812361e+004,1.184205e-008,1.184095e-007
1.258925411794147e+004,1.184205e-008,1.184090e-007
1.288249551693113e+004,1.184205e-008,1.184085e-007
1.318256738556385e+004,1.184205e-008,1.184079e-007
1.348962882591631e+004,1.184205e-008,1.184073e-007
1.380384264602862e+004,1.184205e-008,1.184067e-007
1.412537544622731e+004,1.184205e-008,1.184061e-007
1.445439770745904e+004,1.184205e-008,1.184054e-007
