frequency,V(inoise),V(onoise)
3.235936569296278e-002,2.830421e-002,1.007771e-006
3.311311214825906e-002,2.798724e-002,9.965079e-007
3.388441561392020e-002,2.767400e-002,9.853779e-007
3.467368504525311e-002,2.736443e-002,9.743798e-007
3.548133892335749e-002,2.705851e-002,9.635119e-007
3.630780547701008e-002,2.675619e-002,9.527727e-007
3.715352290971719e-002,2.645743e-002,9.421610e-007
3.801893963205606e-002,2.616219e-002,9.316753e-007
3.890451449942799e-002,2.587043e-002,9.213145e-007
3.981071705534966e-002,2.558213e-002,9.110771e-007
4.073802778041120e-002,2.529722e-002,9.009617e-007
4.168693834703347e-002,2.501569e-002,8.909672e-007
4.265795188015920e-002,2.473750e-002,8.810922e-007
4.365158322401652e-002,2.446260e-002,8.713356e-007
4.466835921509623e-002,2.419096e-002,8.616960e-007
4.570881896148742e-002,2.392256e-002,8.521723e-007
4.677351412871973e-002,2.365734e-002,8.427632e-007
4.786300923226374e-002,2.339528e-002,8.334676e-007
4.897788193684452e-002,2.313635e-002,8.242844e-007
5.011872336272712e-002,2.288051e-002,8.152123e-007
5.128613839913638e-002,2.262773e-002,8.062503e-007
5.248074602497715e-002,2.237798e-002,7.973973e-007
5.370317963702516e-002,2.213122e-002,7.886521e-007
5.495408738576234e-002,2.188742e-002,7.800137e-007
5.623413251903479e-002,2.164656e-002,7.714811e-007
5.754399373371557e-002,2.140860e-002,7.630532e-007
5.888436553555877e-002,2.117351e-002,7.547291e-007
6.025595860743564e-002,2.094126e-002,7.465076e-007
6.165950018614807e-002,2.071183e-002,7.383879e-007
6.309573444801918e-002,2.048518e-002,7.303691e-007
6.456542290346540e-002,2.026129e-002,7.224501e-007
6.606934480075945e-002,2.004013e-002,7.146301e-007
6.760829753919802e-002,1.982167e-002,7.069082e-007
6.918309709189348e-002,1.960589e-002,6.992834e-007
7.079457843841361e-002,1.939276e-002,6.917551e-007
7.244359600749882e-002,1.918225e-002,6.843223e-007
7.413102413009155e-002,1.897435e-002,6.769842e-007
7.585775750291818e-002,1.876901e-002,6.697401e-007
7.762471166286897e-002,1.856623e-002,6.625892e-007
7.943282347242793e-002,1.836598e-002,6.555309e-007
8.128305161640970e-002,1.816823e-002,6.485643e-007
8.317637711026686e-002,1.797297e-002,6.416888e-007
8.511380382023739e-002,1.778017e-002,6.349038e-007
8.709635899560780e-002,1.758981e-002,6.282086e-007
8.912509381337429e-002,1.740187e-002,6.216026e-007
9.120108393559070e-002,1.721633e-002,6.150854e-007
9.332543007969883e-002,1.703317e-002,6.086564e-007
9.549925860214331e-002,1.685238e-002,6.023150e-007
9.772372209558078e-002,1.667394e-002,5.960608e-007
9.999999999999970e-002,1.649783e-002,5.898935e-007
1.023292992280751e-001,1.632404e-002,5.838127e-007
1.047128548050896e-001,1.615255e-002,5.778179e-007
1.071519305237603e-001,1.598335e-002,5.719090e-007
1.096478196143182e-001,1.581642e-002,5.660856e-007
1.122018454301960e-001,1.565176e-002,5.603477e-007
1.148153621496879e-001,1.548936e-002,5.546951e-007
1.174897554939526e-001,1.532920e-002,5.491275e-007
1.202264434617409e-001,1.517128e-002,5.436453e-007
1.230268770812378e-001,1.501559e-002,5.382482e-007
1.258925411794163e-001,1.486213e-002,5.329364e-007
1.288249551693130e-001,1.471089e-002,5.277102e-007
1.318256738556403e-001,1.456188e-002,5.225698e-007
1.348962882591649e-001,1.441509e-002,5.175156e-007
1.380384264602880e-001,1.427053e-002,5.125480e-007
1.412537544622749e-001,1.412821e-002,5.076676e-007
1.445439770745922e-001,1.398812e-002,5.028750e-007
1.479108388168202e-001,1.385028e-002,4.981711e-007
1.513561248436203e-001,1.371470e-002,4.935567e-007
1.548816618912476e-001,1.358140e-002,4.890329e-007
1.584893192461108e-001,1.345039e-002,4.846008e-007
1.621810097358924e-001,1.332170e-002,4.802618e-007
1.659586907437555e-001,1.319535e-002,4.760175e-007
1.698243652461738e-001,1.307137e-002,4.718694e-007
1.737800828749369e-001,1.294980e-002,4.678196e-007
1.778279410038916e-001,1.283067e-002,4.638700e-007
1.819700858609977e-001,1.271403e-002,4.600232e-007
1.862087136662861e-001,1.259992e-002,4.562816e-007
1.905460717963240e-001,1.248839e-002,4.526480e-007
1.949844599758038e-001,1.237951e-002,4.491258e-007
1.995262314968872e-001,1.227335e-002,4.457183e-007
2.041737944669521e-001,1.216997e-002,4.424294e-007
2.089296130854031e-001,1.206946e-002,4.392632e-007
2.137962089502223e-001,1.197191e-002,4.362244e-007
2.187761623949543e-001,1.187741e-002,4.333178e-007
2.238721138568330e-001,1.178606e-002,4.305491e-007
2.290867652767764e-001,1.169799e-002,4.279242e-007
2.344228815319912e-001,1.161332e-002,4.254495e-007
2.398832919019480e-001,1.153219e-002,4.231321e-007
2.454708915685020e-001,1.145474e-002,4.209798e-007
2.511886431509570e-001,1.138113e-002,4.190008e-007
2.570395782768853e-001,1.131153e-002,4.172041e-007
2.630267991895371e-001,1.124613e-002,4.155996e-007
2.691534803926904e-001,1.118512e-002,4.141978e-007
2.754228703338155e-001,1.112872e-002,4.130100e-007
2.818382931264442e-001,1.107714e-002,4.120485e-007
2.884031503126593e-001,1.103062e-002,4.113265e-007
2.951209226666373e-001,1.098942e-002,4.108580e-007
3.019951720402003e-001,1.095379e-002,4.106584e-007
3.090295432513577e-001,1.092400e-002,4.107438e-007
3.162277660168365e-001,1.090035e-002,4.111315e-007
3.235936569296268e-001,1.088313e-002,4.118399e-007
3.311311214825896e-001,1.087264e-002,4.128886e-007
3.388441561392009e-001,1.086920e-002,4.142984e-007
3.467368504525300e-001,1.087313e-002,4.160912e-007
3.548133892335738e-001,1.088473e-002,4.182903e-007
3.630780547700996e-001,1.090433e-002,4.209200e-007
3.715352290971707e-001,1.093225e-002,4.240059e-007
3.801893963205594e-001,1.096878e-002,4.275749e-007
3.890451449942787e-001,1.101423e-002,4.316550e-007
3.981071705534953e-001,1.106887e-002,4.362753e-007
4.073802778041107e-001,1.113294e-002,4.414659e-007
4.168693834703334e-001,1.120668e-002,4.472584e-007
4.265795188015906e-001,1.129028e-002,4.536849e-007
4.365158322401638e-001,1.138389e-002,4.607787e-007
4.466835921509609e-001,1.148762e-002,4.685739e-007
4.570881896148728e-001,1.160153e-002,4.771053e-007
4.677351412871959e-001,1.172561e-002,4.864085e-007
4.786300923226360e-001,1.185980e-002,4.965195e-007
4.897788193684438e-001,1.200399e-002,5.074747e-007
5.011872336272698e-001,1.215796e-002,5.193108e-007
5.128613839913623e-001,1.232144e-002,5.320646e-007
5.248074602497700e-001,1.249409e-002,5.457727e-007
5.370317963702500e-001,1.267548e-002,5.604710e-007
5.495408738576217e-001,1.286509e-002,5.761950e-007
5.623413251903462e-001,1.306234e-002,5.929789e-007
5.754399373371539e-001,1.326657e-002,6.108555e-007
5.888436553555859e-001,1.347705e-002,6.298550e-007
6.025595860743546e-001,1.369296e-002,6.500053e-007
6.165950018614789e-001,1.391347e-002,6.713307e-007
6.309573444801898e-001,1.413764e-002,6.938508e-007
6.456542290346520e-001,1.436453e-002,7.175800e-007
6.606934480075923e-001,1.459316e-002,7.425260e-007
6.760829753919780e-001,1.482251e-002,7.686886e-007
6.918309709189326e-001,1.505157e-002,7.960581e-007
7.079457843841339e-001,1.527934e-002,8.246139e-007
7.244359600749859e-001,1.550483e-002,8.543227e-007
7.413102413009133e-001,1.572709e-002,8.851366e-007
7.585775750291794e-001,1.594520e-002,9.169916e-007
7.762471166286873e-001,1.615831e-002,9.498054e-007
7.943282347242769e-001,1.636562e-002,9.834766e-007
8.128305161640945e-001,1.656643e-002,1.017883e-006
8.317637711026662e-001,1.676010e-002,1.052881e-006
8.511380382023716e-001,1.694607e-002,1.088305e-006
8.709635899560756e-001,1.712389e-002,1.123969e-006
8.912509381337403e-001,1.729318e-002,1.159668e-006
9.120108393559044e-001,1.745368e-002,1.195178e-006
9.332543007969856e-001,1.760518e-002,1.230264e-006
9.549925860214303e-001,1.774757e-002,1.264681e-006
9.772372209558049e-001,1.788083e-002,1.298182e-006
9.999999999999940e-001,1.800499e-002,1.330523e-006
1.023292992280748e+000,1.812017e-002,1.361469e-006
1.047128548050893e+000,1.822653e-002,1.390803e-006
1.071519305237600e+000,1.832428e-002,1.418331e-006
1.096478196143178e+000,1.841368e-002,1.443888e-006
1.122018454301957e+000,1.849503e-002,1.467343e-006
1.148153621496876e+000,1.856866e-002,1.488600e-006
1.174897554939522e+000,1.863489e-002,1.507603e-006
1.202264434617406e+000,1.869411e-002,1.524332e-006
1.230268770812374e+000,1.874666e-002,1.538804e-006
1.258925411794160e+000,1.879294e-002,1.551069e-006
1.288249551693126e+000,1.883331e-002,1.561205e-006
1.318256738556399e+000,1.886814e-002,1.569314e-006
1.348962882591645e+000,1.889781e-002,1.575519e-006
1.380384264602876e+000,1.892265e-002,1.579953e-006
1.412537544622746e+000,1.894302e-002,1.582762e-006
1.445439770745919e+000,1.895925e-002,1.584094e-006
1.479108388168198e+000,1.897164e-002,1.584098e-006
1.513561248436199e+000,1.898051e-002,1.582922e-006
1.548816618912472e+000,1.898614e-002,1.580706e-006
1.584893192461103e+000,1.898879e-002,1.577585e-006
1.621810097358920e+000,1.898872e-002,1.573686e-006
1.659586907437550e+000,1.898617e-002,1.569125e-006
1.698243652461734e+000,1.898134e-002,1.564009e-006
1.737800828749364e+000,1.897446e-002,1.558435e-006
1.778279410038911e+000,1.896571e-002,1.552491e-006
1.819700858609971e+000,1.895527e-002,1.546254e-006
1.862087136662855e+000,1.894329e-002,1.539795e-006
1.905460717963235e+000,1.892993e-002,1.533173e-006
1.949844599758032e+000,1.891533e-002,1.526443e-006
1.995262314968866e+000,1.889961e-002,1.519650e-006
2.041737944669515e+000,1.888289e-002,1.512835e-006
2.089296130854025e+000,1.886527e-002,1.506032e-006
2.137962089502217e+000,1.884685e-002,1.499269e-006
2.187761623949537e+000,1.882771e-002,1.492572e-006
2.238721138568323e+000,1.880794e-002,1.485960e-006
2.290867652767756e+000,1.878760e-002,1.479452e-006
2.344228815319905e+000,1.876675e-002,1.473061e-006
2.398832919019473e+000,1.874545e-002,1.466798e-006
2.454708915685012e+000,1.872376e-002,1.460671e-006
2.511886431509561e+000,1.870171e-002,1.454689e-006
2.570395782768844e+000,1.867934e-002,1.448855e-006
2.630267991895362e+000,1.865670e-002,1.443174e-006
2.691534803926895e+000,1.863380e-002,1.437647e-006
2.754228703338145e+000,1.861067e-002,1.432276e-006
2.818382931264432e+000,1.858734e-002,1.427060e-006
2.884031503126584e+000,1.856381e-002,1.422000e-006
2.951209226666363e+000,1.854012e-002,1.417094e-006
3.019951720401993e+000,1.851625e-002,1.412341e-006
3.090295432513567e+000,1.849223e-002,1.407737e-006
3.162277660168355e+000,1.846805e-002,1.403280e-006
3.235936569296257e+000,1.844373e-002,1.398968e-006
3.311311214825885e+000,1.841925e-002,1.394797e-006
3.388441561391999e+000,1.839462e-002,1.390764e-006
3.467368504525289e+000,1.836982e-002,1.386865e-006
3.548133892335727e+000,1.834487e-002,1.383097e-006
3.630780547700985e+000,1.831974e-002,1.379456e-006
3.715352290971696e+000,1.829442e-002,1.375939e-006
3.801893963205582e+000,1.826890e-002,1.372541e-006
3.890451449942775e+000,1.824318e-002,1.369259e-006
3.981071705534941e+000,1.821722e-002,1.366090e-006
4.073802778041094e+000,1.819102e-002,1.363030e-006
4.168693834703320e+000,1.816456e-002,1.360075e-006
4.265795188015892e+000,1.813781e-002,1.357221e-006
4.365158322401624e+000,1.811076e-002,1.354466e-006
4.466835921509595e+000,1.808338e-002,1.351806e-006
4.570881896148713e+000,1.805565e-002,1.349237e-006
4.677351412871944e+000,1.802754e-002,1.346757e-006
4.786300923226344e+000,1.799903e-002,1.344362e-006
4.897788193684422e+000,1.797008e-002,1.342050e-006
5.011872336272681e+000,1.794067e-002,1.339817e-006
5.128613839913606e+000,1.791077e-002,1.337661e-006
5.248074602497682e+000,1.788034e-002,1.335578e-006
5.370317963702482e+000,1.784936e-002,1.333567e-006
5.495408738576200e+000,1.781778e-002,1.331624e-006
5.623413251903443e+000,1.778558e-002,1.329748e-006
5.754399373371521e+000,1.775272e-002,1.327935e-006
5.888436553555840e+000,1.771915e-002,1.326184e-006
6.025595860743526e+000,1.768484e-002,1.324492e-006
6.165950018614769e+000,1.764975e-002,1.322857e-006
6.309573444801878e+000,1.761385e-002,1.321277e-006
6.456542290346500e+000,1.757708e-002,1.319749e-006
6.606934480075903e+000,1.753940e-002,1.318273e-006
6.760829753919760e+000,1.750077e-002,1.316846e-006
6.918309709189305e+000,1.746115e-002,1.315467e-006
7.079457843841318e+000,1.742049e-002,1.314133e-006
7.244359600749839e+000,1.737874e-002,1.312843e-006
7.413102413009112e+000,1.733585e-002,1.311596e-006
7.585775750291773e+000,1.729177e-002,1.310389e-006
7.762471166286851e+000,1.724646e-002,1.309222e-006
7.943282347242747e+000,1.719987e-002,1.308093e-006
8.128305161640922e+000,1.715193e-002,1.307000e-006
8.317637711026638e+000,1.710261e-002,1.305943e-006
8.511380382023690e+000,1.705185e-002,1.304920e-006
8.709635899560730e+000,1.699960e-002,1.303929e-006
8.912509381337378e+000,1.694580e-002,1.302971e-006
9.120108393559018e+000,1.689040e-002,1.302043e-006
9.332543007969829e+000,1.683334e-002,1.301144e-006
9.549925860214275e+000,1.677459e-002,1.300273e-006
9.772372209558020e+000,1.671407e-002,1.299430e-006
9.999999999999911e+000,1.665174e-002,1.298614e-006
1.023292992280745e+001,1.658756e-002,1.297823e-006
1.047128548050890e+001,1.652145e-002,1.297056e-006
1.071519305237597e+001,1.645338e-002,1.296314e-006
1.096478196143175e+001,1.638330e-002,1.295594e-006
1.122018454301953e+001,1.631115e-002,1.294897e-006
1.148153621496872e+001,1.623689e-002,1.294221e-006
1.174897554939519e+001,1.616048e-002,1.293565e-006
1.202264434617402e+001,1.608186e-002,1.292929e-006
1.230268770812370e+001,1.600101e-002,1.292313e-006
1.258925411794155e+001,1.591787e-002,1.291715e-006
1.288249551693122e+001,1.583242e-002,1.291136e-006
1.318256738556395e+001,1.574462e-002,1.290573e-006
1.348962882591641e+001,1.565444e-002,1.290028e-006
1.380384264602872e+001,1.556184e-002,1.289499e-006
1.412537544622741e+001,1.546682e-002,1.288985e-006
1.445439770745914e+001,1.536934e-002,1.288486e-006
1.479108388168193e+001,1.526939e-002,1.288003e-006
1.513561248436193e+001,1.516695e-002,1.287533e-006
1.548816618912466e+001,1.506203e-002,1.287077e-006
1.584893192461098e+001,1.495461e-002,1.286634e-006
1.621810097358914e+001,1.484470e-002,1.286205e-006
1.659586907437544e+001,1.473230e-002,1.285787e-006
1.698243652461728e+001,1.461743e-002,1.285382e-006
1.737800828749359e+001,1.450010e-002,1.284988e-006
1.778279410038905e+001,1.438033e-002,1.284606e-006
1.819700858609966e+001,1.425816e-002,1.284234e-006
1.862087136662849e+001,1.413360e-002,1.283873e-006
1.905460717963229e+001,1.400671e-002,1.283522e-006
1.949844599758026e+001,1.387753e-002,1.283181e-006
1.995262314968860e+001,1.374610e-002,1.282850e-006
2.041737944669509e+001,1.361248e-002,1.282528e-006
2.089296130854019e+001,1.347673e-002,1.282215e-006
2.137962089502211e+001,1.333892e-002,1.281910e-006
2.187761623949531e+001,1.319912e-002,1.281614e-006
2.238721138568317e+001,1.305740e-002,1.281327e-006
2.290867652767750e+001,1.291384e-002,1.281047e-006
2.344228815319899e+001,1.276852e-002,1.280775e-006
2.398832919019467e+001,1.262155e-002,1.280510e-006
2.454708915685006e+001,1.247300e-002,1.280253e-006
2.511886431509555e+001,1.232299e-002,1.280002e-006
2.570395782768838e+001,1.217160e-002,1.279759e-006
2.630267991895356e+001,1.201894e-002,1.279522e-006
2.691534803926889e+001,1.186511e-002,1.279291e-006
2.754228703338139e+001,1.171024e-002,1.279067e-006
2.818382931264425e+001,1.155441e-002,1.278849e-006
2.884031503126576e+001,1.139776e-002,1.278636e-006
2.951209226666355e+001,1.124038e-002,1.278430e-006
3.019951720401985e+001,1.108240e-002,1.278228e-006
3.090295432513559e+001,1.092393e-002,1.278032e-006
3.162277660168347e+001,1.076507e-002,1.277842e-006
3.235936569296249e+001,1.060596e-002,1.277656e-006
3.311311214825876e+001,1.044669e-002,1.277475e-006
3.388441561391990e+001,1.028739e-002,1.277299e-006
3.467368504525280e+001,1.012815e-002,1.277128e-006
3.548133892335717e+001,9.969098e-003,1.276961e-006
3.630780547700975e+001,9.810330e-003,1.276799e-006
3.715352290971686e+001,9.651956e-003,1.276641e-006
3.801893963205572e+001,9.494075e-003,1.276487e-006
3.890451449942765e+001,9.336786e-003,1.276337e-006
3.981071705534930e+001,9.180187e-003,1.276191e-006
4.073802778041084e+001,9.024369e-003,1.276048e-006
4.168693834703309e+001,8.869422e-003,1.275910e-006
4.265795188015881e+001,8.715431e-003,1.275775e-006
4.365158322401612e+001,8.562480e-003,1.275643e-006
4.466835921509583e+001,8.410646e-003,1.275515e-006
4.570881896148701e+001,8.260004e-003,1.275390e-006
4.677351412871931e+001,8.110624e-003,1.275269e-006
4.786300923226331e+001,7.962573e-003,1.275150e-006
4.897788193684408e+001,7.815914e-003,1.275035e-006
5.011872336272667e+001,7.670705e-003,1.274923e-006
5.128613839913592e+001,7.527001e-003,1.274813e-006
5.248074602497668e+001,7.384853e-003,1.274707e-006
5.370317963702468e+001,7.244307e-003,1.274603e-006
5.495408738576185e+001,7.105407e-003,1.274502e-006
5.623413251903428e+001,6.968192e-003,1.274403e-006
5.754399373371505e+001,6.832698e-003,1.274307e-006
5.888436553555824e+001,6.698956e-003,1.274214e-006
6.025595860743510e+001,6.566995e-003,1.274122e-006
6.165950018614752e+001,6.436841e-003,1.274034e-006
6.309573444801861e+001,6.308514e-003,1.273947e-006
6.456542290346482e+001,6.182034e-003,1.273863e-006
6.606934480075886e+001,6.057416e-003,1.273781e-006
6.760829753919741e+001,5.934673e-003,1.273702e-006
6.918309709189286e+001,5.813816e-003,1.273624e-006
7.079457843841298e+001,5.694851e-003,1.273548e-006
7.244359600749817e+001,5.577784e-003,1.273475e-006
7.413102413009089e+001,5.462615e-003,1.273403e-006
7.585775750291749e+001,5.349347e-003,1.273333e-006
7.762471166286827e+001,5.237976e-003,1.273265e-006
7.943282347242722e+001,5.128499e-003,1.273199e-006
8.128305161640897e+001,5.020910e-003,1.273135e-006
8.317637711026612e+001,4.915201e-003,1.273073e-006
8.511380382023664e+001,4.811361e-003,1.273012e-006
8.709635899560703e+001,4.709383e-003,1.272953e-006
8.912509381337350e+001,4.609250e-003,1.272895e-006
9.120108393558989e+001,4.510952e-003,1.272840e-006
9.332543007969800e+001,4.414472e-003,1.272786e-006
9.549925860214246e+001,4.319794e-003,1.272733e-006
9.772372209557990e+001,4.226902e-003,1.272682e-006
9.999999999999881e+001,4.135776e-003,1.272632e-006
1.023292992280742e+002,4.046399e-003,1.272584e-006
1.047128548050887e+002,3.958751e-003,1.272538e-006
1.071519305237594e+002,3.872810e-003,1.272493e-006
1.096478196143172e+002,3.788556e-003,1.272449e-006
1.122018454301950e+002,3.705967e-003,1.272407e-006
1.148153621496869e+002,3.625021e-003,1.272366e-006
1.174897554939515e+002,3.545696e-003,1.272327e-006
1.202264434617398e+002,3.467968e-003,1.272289e-006
1.230268770812367e+002,3.391815e-003,1.272252e-006
1.258925411794152e+002,3.317212e-003,1.272216e-006
1.288249551693118e+002,3.244137e-003,1.272182e-006
1.318256738556391e+002,3.172565e-003,1.272149e-006
1.348962882591637e+002,3.102471e-003,1.272118e-006
1.380384264602868e+002,3.033833e-003,1.272088e-006
1.412537544622737e+002,2.966626e-003,1.272059e-006
1.445439770745910e+002,2.900825e-003,1.272031e-006
1.479108388168189e+002,2.836408e-003,1.272005e-006
1.513561248436189e+002,2.773348e-003,1.271980e-006
1.548816618912462e+002,2.711624e-003,1.271956e-006
1.584893192461094e+002,2.651210e-003,1.271934e-006
1.621810097358910e+002,2.592083e-003,1.271913e-006
1.659586907437540e+002,2.534220e-003,1.271893e-006
1.698243652461723e+002,2.477597e-003,1.271874e-006
1.737800828749354e+002,2.422190e-003,1.271857e-006
1.778279410038901e+002,2.367977e-003,1.271841e-006
1.819700858609961e+002,2.314936e-003,1.271826e-006
1.862087136662844e+002,2.263043e-003,1.271813e-006
1.905460717963223e+002,2.212276e-003,1.271801e-006
1.949844599758021e+002,2.162613e-003,1.271791e-006
1.995262314968855e+002,2.114032e-003,1.271782e-006
2.041737944669504e+002,2.066513e-003,1.271774e-006
2.089296130854013e+002,2.020033e-003,1.271768e-006
2.137962089502205e+002,1.974571e-003,1.271763e-006
2.187761623949525e+002,1.930108e-003,1.271760e-006
2.238721138568311e+002,1.886623e-003,1.271758e-006
2.290867652767744e+002,1.844096e-003,1.271757e-006
2.344228815319892e+002,1.802506e-003,1.271759e-006
2.398832919019460e+002,1.761836e-003,1.271762e-006
2.454708915684999e+002,1.722065e-003,1.271766e-006
2.511886431509548e+002,1.683174e-003,1.271773e-006
2.570395782768831e+002,1.645146e-003,1.271781e-006
2.630267991895348e+002,1.607963e-003,1.271791e-006
2.691534803926880e+002,1.571606e-003,1.271802e-006
2.754228703338130e+002,1.536057e-003,1.271816e-006
2.818382931264417e+002,1.501300e-003,1.271831e-006
2.884031503126568e+002,1.467319e-003,1.271849e-006
2.951209226666347e+002,1.434095e-003,1.271869e-006
3.019951720401976e+002,1.401613e-003,1.271890e-006
3.090295432513550e+002,1.369857e-003,1.271914e-006
3.162277660168338e+002,1.338812e-003,1.271941e-006
3.235936569296240e+002,1.308461e-003,1.271969e-006
3.311311214825867e+002,1.278791e-003,1.272000e-006
3.388441561391981e+002,1.249785e-003,1.272034e-006
3.467368504525271e+002,1.221430e-003,1.272070e-006
3.548133892335708e+002,1.193711e-003,1.272109e-006
3.630780547700965e+002,1.166615e-003,1.272151e-006
3.715352290971676e+002,1.140127e-003,1.272196e-006
3.801893963205561e+002,1.114235e-003,1.272243e-006
3.890451449942754e+002,1.088925e-003,1.272294e-006
3.981071705534919e+002,1.064184e-003,1.272349e-006
4.073802778041073e+002,1.040000e-003,1.272406e-006
4.168693834703298e+002,1.016361e-003,1.272467e-006
4.265795188015869e+002,9.932547e-004,1.272532e-006
4.365158322401601e+002,9.706687e-004,1.272601e-006
4.466835921509571e+002,9.485919e-004,1.272673e-006
4.570881896148688e+002,9.270128e-004,1.272750e-006
4.677351412871918e+002,9.059204e-004,1.272831e-006
4.786300923226318e+002,8.853039e-004,1.272917e-006
4.897788193684394e+002,8.651526e-004,1.273007e-006
5.011872336272654e+002,8.454561e-004,1.273102e-006
5.128613839913578e+002,8.262043e-004,1.273202e-006
5.248074602497653e+002,8.073871e-004,1.273307e-006
5.370317963702453e+002,7.889949e-004,1.273418e-006
5.495408738576169e+002,7.710181e-004,1.273534e-006
5.623413251903413e+002,7.534474e-004,1.273656e-006
5.754399373371490e+002,7.362737e-004,1.273785e-006
5.888436553555808e+002,7.194880e-004,1.273920e-006
6.025595860743495e+002,7.030815e-004,1.274062e-006
6.165950018614736e+002,6.870459e-004,1.274210e-006
6.309573444801845e+002,6.713726e-004,1.274366e-006
6.456542290346465e+002,6.560535e-004,1.274529e-006
6.606934480075868e+002,6.410806e-004,1.274700e-006
6.760829753919722e+002,6.264460e-004,1.274879e-006
6.918309709189267e+002,6.121423e-004,1.275067e-006
7.079457843841279e+002,5.981617e-004,1.275264e-006
7.244359600749798e+002,5.844970e-004,1.275469e-006
7.413102413009070e+002,5.711411e-004,1.275684e-006
7.585775750291730e+002,5.580870e-004,1.275909e-006
7.762471166286807e+002,5.453277e-004,1.276144e-006
7.943282347242702e+002,5.328567e-004,1.276390e-006
8.128305161640876e+002,5.206674e-004,1.276646e-006
8.317637711026591e+002,5.087532e-004,1.276914e-006
8.511380382023643e+002,4.971081e-004,1.277194e-006
8.709635899560682e+002,4.857258e-004,1.277486e-006
8.912509381337328e+002,4.746004e-004,1.277790e-006
9.120108393558967e+002,4.637260e-004,1.278108e-006
9.332543007969777e+002,4.530969e-004,1.278439e-006
9.549925860214222e+002,4.427075e-004,1.278784e-006
9.772372209557966e+002,4.325523e-004,1.279143e-006
9.999999999999856e+002,4.226260e-004,1.279517e-006
1.023292992280739e+003,4.129233e-004,1.279906e-006
1.047128548050884e+003,4.034391e-004,1.280310e-006
1.071519305237591e+003,3.941684e-004,1.280730e-006
1.096478196143169e+003,3.851063e-004,1.281167e-006
1.122018454301947e+003,3.762481e-004,1.281619e-006
1.148153621496866e+003,3.675889e-004,1.282089e-006
1.174897554939512e+003,3.591244e-004,1.282576e-006
1.202264434617395e+003,3.508499e-004,1.283081e-006
1.230268770812363e+003,3.427611e-004,1.283602e-006
1.258925411794148e+003,3.348538e-004,1.284141e-006
1.288249551693115e+003,3.271237e-004,1.284698e-006
1.318256738556387e+003,3.195668e-004,1.285273e-006
1.348962882591633e+003,3.121790e-004,1.285864e-006
1.380384264602864e+003,3.049565e-004,1.286473e-006
1.412537544622733e+003,2.978954e-004,1.287097e-006
1.445439770745906e+003,2.909919e-004,1.287738e-006
